cwe_id,cves_count,cvss_medio,quadrante,score_risco,high_critical_pct,rank_freq,rank_severity,cwe_nome_curto,cwe_label,faixa_risco,in_top10_risco,quadrante_ordem
CWE-37,6,6.62,Baixo Risco,0.0001,33.33,451,472,CWE-37,CWE-37,Moderado/Baixo,False,4
CWE-1025,6,6.55,Baixo Risco,0.0001,33.33,460,492,CWE-1025,CWE-1025,Moderado/Baixo,False,4
CWE-393,5,7.7,Severa,0.0001,80.0,477,144,CWE-393,CWE-393,Moderado/Baixo,False,2
CWE-278,5,7.66,Severa,0.0001,80.0,470,151,CWE-278,CWE-278,Moderado/Baixo,False,2
CWE-194,5,7.58,Severa,0.0001,80.0,488,173,CWE-194,CWE-194,Moderado/Baixo,False,2
CWE-240,5,7.54,Severa,0.0001,80.0,474,184,CWE-240,CWE-240,Moderado/Baixo,False,2
CWE-530,9,4.14,Baixo Risco,0.0001,33.33,404,741,CWE-530,CWE-530,Moderado/Baixo,False,4
CWE-733,5,7.42,Baixo Risco,0.0001,80.0,486,240,CWE-733,CWE-733,Moderado/Baixo,False,4
CWE-562,5,7.42,Baixo Risco,0.0001,60.0,492,241,CWE-562,CWE-562,Moderado/Baixo,False,4
CWE-18,6,6.0,Baixo Risco,0.0001,50.0,464,627,CWE-18,CWE-18,Moderado/Baixo,False,4
CWE-223,7,5.13,Baixo Risco,0.0001,14.29,437,716,CWE-223,CWE-223,Moderado/Baixo,False,4
CWE-187,4,8.95,Severa,0.0001,75.0,516,18,CWE-187,CWE-187,Moderado/Baixo,False,2
CWE-1038,6,5.95,Baixo Risco,0.0001,33.33,445,633,CWE-1038,CWE-1038,Moderado/Baixo,False,4
CWE-153,4,8.9,Severa,0.0001,100.0,525,21,CWE-153,CWE-153,Moderado/Baixo,False,2
CWE-1125,4,8.52,Severa,0.0001,75.0,505,40,CWE-1125,CWE-1125,Moderado/Baixo,False,2
CWE-403,4,8.48,Severa,0.0001,100.0,527,43,CWE-403,CWE-403,Moderado/Baixo,False,2
CWE-1300,5,6.76,Baixo Risco,0.0001,40.0,469,429,CWE-1300,CWE-1300,Moderado/Baixo,False,4
CWE-649,5,6.76,Baixo Risco,0.0001,40.0,481,430,CWE-649,CWE-649,Moderado/Baixo,False,4
CWE-156,5,6.6,Baixo Risco,0.0001,20.0,471,477,CWE-156,CWE-156,Moderado/Baixo,False,4
CWE-1357,4,8.25,Severa,0.0001,100.0,507,59,CWE-1357,CWE-1357,Moderado/Baixo,False,2
CWE-491,4,8.18,Severa,0.0001,75.0,515,65,CWE-491,CWE-491,Moderado/Baixo,False,2
CWE-167,5,6.38,Baixo Risco,0.0001,40.0,478,538,CWE-167,CWE-167,Moderado/Baixo,False,4
CWE-1023,5,6.34,Baixo Risco,0.0001,40.0,472,550,CWE-1023,CWE-1023,Moderado/Baixo,False,4
CWE-792,5,6.3,Baixo Risco,0.0001,20.0,496,557,CWE-792,CWE-792,Moderado/Baixo,False,4
CWE-216,4,7.88,Severa,0.0001,75.0,498,99,CWE-216,CWE-216,Moderado/Baixo,False,2
CWE-196,4,7.88,Severa,0.0001,100.0,504,100,CWE-196,CWE-196,Moderado/Baixo,False,2
CWE-794,4,7.8,Severa,0.0001,75.0,518,117,CWE-794,CWE-794,Moderado/Baixo,False,2
CWE-676,5,6.2,Baixo Risco,0.0001,40.0,476,579,CWE-676,CWE-676,Moderado/Baixo,False,4
CWE-534,5,6.2,Baixo Risco,0.0001,40.0,490,580,CWE-534,CWE-534,Moderado/Baixo,False,4
CWE-647,5,6.2,Baixo Risco,0.0001,40.0,491,578,CWE-647,CWE-647,Moderado/Baixo,False,4
CWE-177,6,5.15,Baixo Risco,0.0001,16.67,457,715,CWE-177,CWE-177,Moderado/Baixo,False,4
CWE-826,5,6.14,Baixo Risco,0.0001,60.0,475,589,CWE-826,CWE-826,Moderado/Baixo,False,4
CWE-1256,4,7.62,Severa,0.0001,75.0,522,163,CWE-1256,CWE-1256,Moderado/Baixo,False,2
CWE-539,4,7.6,Severa,0.0001,75.0,499,167,CWE-539,CWE-539,Moderado/Baixo,False,2
CWE-784,4,7.55,Severa,0.0001,75.0,521,181,CWE-784,CWE-784,Moderado/Baixo,False,2
CWE-1281,5,6.02,Baixo Risco,0.0001,40.0,493,623,CWE-1281,CWE-1281,Moderado/Baixo,False,4
CWE-645,5,5.94,Baixo Risco,0.0001,20.0,484,636,CWE-645,CWE-645,Moderado/Baixo,False,4
CWE-1335,4,7.4,Baixo Risco,0.0001,50.0,503,245,CWE-1335,CWE-1335,Moderado/Baixo,False,4
CWE-775,5,5.88,Baixo Risco,0.0001,60.0,494,647,CWE-775,CWE-775,Moderado/Baixo,False,4
CWE-1250,5,5.82,Baixo Risco,0.0001,20.0,480,655,CWE-1250,CWE-1250,Moderado/Baixo,False,4
CWE-767,4,7.22,Baixo Risco,0.0001,75.0,506,285,CWE-767,CWE-767,Moderado/Baixo,False,4
CWE-149,4,7.2,Baixo Risco,0.0001,75.0,512,291,CWE-149,CWE-149,Moderado/Baixo,False,4
CWE-192,4,7.15,Baixo Risco,0.0001,75.0,511,311,CWE-192,CWE-192,Moderado/Baixo,False,4
CWE-920,4,7.15,Baixo Risco,0.0001,50.0,528,312,CWE-920,CWE-920,Moderado/Baixo,False,4
CWE-1241,4,7.1,Baixo Risco,0.0001,75.0,524,330,CWE-1241,CWE-1241,Moderado/Baixo,False,4
CWE-1088,5,5.66,Baixo Risco,0.0001,40.0,482,671,CWE-1088,CWE-1088,Moderado/Baixo,False,4
CWE-914,5,5.64,Baixo Risco,0.0001,60.0,495,677,CWE-914,CWE-914,Moderado/Baixo,False,4
CWE-412,4,7.02,Baixo Risco,0.0001,75.0,500,348,CWE-412,CWE-412,Moderado/Baixo,False,4
CWE-1116,4,6.98,Baixo Risco,0.0001,50.0,502,363,CWE-1116,CWE-1116,Moderado/Baixo,False,4
CWE-771,4,6.95,Baixo Risco,0.0001,50.0,517,373,CWE-771,CWE-771,Moderado/Baixo,False,4
CWE-1037,5,5.52,Baixo Risco,0.0001,0.0,479,693,CWE-1037,CWE-1037,Moderado/Baixo,False,4
CWE-769,4,6.82,Baixo Risco,0.0001,75.0,526,415,CWE-769,CWE-769,Moderado/Baixo,False,4
CWE-262,5,5.36,Baixo Risco,0.0001,20.0,497,705,CWE-262,CWE-262,Moderado/Baixo,False,4
CWE-758,4,6.68,Baixo Risco,0.0001,25.0,513,456,CWE-758,CWE-758,Moderado/Baixo,False,4
CWE-671,4,6.55,Baixo Risco,0.0001,50.0,520,493,CWE-671,CWE-671,Moderado/Baixo,False,4
CWE-692,6,4.3,Baixo Risco,0.0001,0.0,461,740,CWE-692,CWE-692,Moderado/Baixo,False,4
CWE-1245,4,6.4,Baixo Risco,0.0001,25.0,523,534,CWE-1245,CWE-1245,Moderado/Baixo,False,4
CWE-597,3,8.5,Severa,0.0001,66.67,529,42,CWE-597,CWE-597,Moderado/Baixo,False,2
CWE-231,4,6.35,Baixo Risco,0.0001,50.0,501,546,CWE-231,CWE-231,Moderado/Baixo,False,4
CWE-437,4,6.25,Baixo Risco,0.0001,50.0,509,567,CWE-437,CWE-437,Moderado/Baixo,False,4
CWE-1328,5,4.96,Baixo Risco,0.0001,20.0,473,722,CWE-1328,CWE-1328,Moderado/Baixo,False,4
CWE-566,5,4.76,Baixo Risco,0.0001,20.0,489,726,CWE-566,CWE-566,Moderado/Baixo,False,4
CWE-1233,4,5.9,Baixo Risco,0.0001,25.0,514,642,CWE-1233,CWE-1233,Moderado/Baixo,False,4
CWE-626,3,7.87,Severa,0.0001,66.67,545,103,CWE-626,CWE-626,Moderado/Baixo,False,2
CWE-1257,3,7.67,Severa,0.0001,100.0,535,150,CWE-1257,CWE-1257,Moderado/Baixo,False,2
CWE-1279,3,7.57,Severa,0.0001,66.67,558,178,CWE-1279,CWE-1279,Moderado/Baixo,False,2
CWE-473,3,7.53,Severa,0.0001,66.67,552,186,CWE-473,CWE-473,Moderado/Baixo,False,2
CWE-839,3,7.5,Baixo Risco,0.0001,100.0,565,209,CWE-839,CWE-839,Moderado/Baixo,False,4
CWE-1332,3,7.47,Baixo Risco,0.0001,33.33,567,225,CWE-1332,CWE-1332,Moderado/Baixo,False,4
CWE-467,3,7.47,Baixo Risco,0.0001,66.67,544,226,CWE-467,CWE-467,Moderado/Baixo,False,4
CWE-573,4,5.58,Baixo Risco,0.0001,25.0,508,685,CWE-573,CWE-573,Moderado/Baixo,False,4
CWE-1077,4,5.5,Baixo Risco,0.0001,0.0,519,694,CWE-1077,CWE-1077,Moderado/Baixo,False,4
CWE-1032,3,7.33,Baixo Risco,0.0001,33.33,568,257,CWE-1032,CWE-1032,Moderado/Baixo,False,4
CWE-1189,3,7.27,Baixo Risco,0.0001,100.0,536,276,CWE-1189,CWE-1189,Moderado/Baixo,False,4
CWE-147,5,4.34,Baixo Risco,0.0001,0.0,485,734,CWE-147,CWE-147,Moderado/Baixo,False,4
CWE-463,3,7.23,Baixo Risco,0.0001,66.67,561,282,CWE-463,CWE-463,Moderado/Baixo,False,4
CWE-179,3,7.2,Baixo Risco,0.0001,66.67,539,295,CWE-179,CWE-179,Moderado/Baixo,False,4
CWE-550,3,7.2,Baixo Risco,0.0001,66.67,542,290,CWE-550,CWE-550,Moderado/Baixo,False,4
CWE-1049,3,7.17,Baixo Risco,0.0001,66.67,548,306,CWE-1049,CWE-1049,Moderado/Baixo,False,4
CWE-1068,3,7.0,Baixo Risco,0.0001,66.67,559,352,CWE-1068,CWE-1068,Moderado/Baixo,False,4
CWE-625,3,6.9,Baixo Risco,0.0001,33.33,563,385,CWE-625,CWE-625,Moderado/Baixo,False,4
CWE-686,3,6.9,Baixo Risco,0.0001,33.33,538,389,CWE-686,CWE-686,Moderado/Baixo,False,4
CWE-705,3,6.9,Baixo Risco,0.0001,33.33,575,388,CWE-705,CWE-705,Moderado/Baixo,False,4
CWE-1187,3,6.87,Baixo Risco,0.0001,33.33,551,398,CWE-1187,CWE-1187,Moderado/Baixo,False,4
CWE-687,3,6.77,Baixo Risco,0.0,33.33,571,427,CWE-687,CWE-687,Moderado/Baixo,False,4
CWE-1039,3,6.73,Baixo Risco,0.0,33.33,530,435,CWE-1039,CWE-1039,Moderado/Baixo,False,4
CWE-343,3,6.7,Baixo Risco,0.0,33.33,564,450,CWE-343,CWE-343,Moderado/Baixo,False,4
CWE-317,4,5.0,Baixo Risco,0.0,0.0,510,720,CWE-317,CWE-317,Moderado/Baixo,False,4
CWE-730,2,10.0,Severa,0.0,100.0,576,1,CWE-730,CWE-730,Moderado/Baixo,False,2
CWE-446,3,6.6,Baixo Risco,0.0,33.33,554,475,CWE-446,CWE-446,Moderado/Baixo,False,4
CWE-447,3,6.6,Baixo Risco,0.0,33.33,574,476,CWE-447,CWE-447,Moderado/Baixo,False,4
CWE-210,3,6.53,Baixo Risco,0.0,33.33,546,497,CWE-210,CWE-210,Moderado/Baixo,False,4
CWE-1,2,9.8,Severa,0.0,100.0,597,8,CWE-1,CWE-1,Moderado/Baixo,False,2
CWE-468,2,9.8,Severa,0.0,100.0,607,10,CWE-468,CWE-468,Moderado/Baixo,False,2
CWE-1204,3,6.5,Baixo Risco,0.0,33.33,537,508,CWE-1204,CWE-1204,Moderado/Baixo,False,4
CWE-40,3,6.5,Baixo Risco,0.0,33.33,550,506,CWE-40,CWE-40,Moderado/Baixo,False,4
CWE-628,3,6.43,Baixo Risco,0.0,66.67,532,523,CWE-628,CWE-628,Moderado/Baixo,False,4
CWE-239,3,6.43,Baixo Risco,0.0,66.67,543,522,CWE-239,CWE-239,Moderado/Baixo,False,4
CWE-689,3,6.27,Baixo Risco,0.0,33.33,555,566,CWE-689,CWE-689,Moderado/Baixo,False,4
CWE-480,3,6.23,Baixo Risco,0.0,0.0,549,572,CWE-480,CWE-480,Moderado/Baixo,False,4
CWE-69,2,9.3,Severa,0.0,100.0,635,16,CWE-69,CWE-69,Moderado/Baixo,False,2
CWE-623,3,6.17,Baixo Risco,0.0,33.33,560,585,CWE-623,CWE-623,Moderado/Baixo,False,4
CWE-1007,3,6.13,Baixo Risco,0.0,33.33,570,591,CWE-1007,CWE-1007,Moderado/Baixo,False,4
CWE-567,3,6.03,Baixo Risco,0.0,33.33,557,617,CWE-567,CWE-567,Moderado/Baixo,False,4
CWE-450,3,6.0,Baixo Risco,0.0,33.33,540,624,CWE-450,CWE-450,Moderado/Baixo,False,4
CWE-111,2,8.95,Severa,0.0,100.0,622,19,CWE-111,CWE-111,Moderado/Baixo,False,2
CWE-422,2,8.8,Severa,0.0,100.0,642,27,CWE-422,CWE-422,Moderado/Baixo,False,2
CWE-588,2,8.65,Severa,0.0,100.0,601,36,CWE-588,CWE-588,Moderado/Baixo,False,2
CWE-435,3,5.77,Baixo Risco,0.0,33.33,566,658,CWE-435,CWE-435,Moderado/Baixo,False,4
CWE-1247,3,5.77,Baixo Risco,0.0,33.33,569,657,CWE-1247,CWE-1247,Moderado/Baixo,False,4
CWE-235,2,8.45,Severa,0.0,100.0,613,44,CWE-235,CWE-235,Moderado/Baixo,False,2
CWE-128,2,8.4,Severa,0.0,100.0,584,51,CWE-128,CWE-128,Moderado/Baixo,False,2
CWE-465,2,8.4,Severa,0.0,100.0,611,50,CWE-465,CWE-465,Moderado/Baixo,False,2
CWE-756,3,5.57,Baixo Risco,0.0,0.0,547,686,CWE-756,CWE-756,Moderado/Baixo,False,4
CWE-1329,2,8.3,Severa,0.0,50.0,608,58,CWE-1329,CWE-1329,Moderado/Baixo,False,2
CWE-675,2,8.2,Severa,0.0,100.0,638,64,CWE-675,CWE-675,Moderado/Baixo,False,2
CWE-173,3,5.43,Baixo Risco,0.0,0.0,531,700,CWE-173,CWE-173,Moderado/Baixo,False,4
CWE-237,3,5.43,Baixo Risco,0.0,33.33,534,701,CWE-237,CWE-237,Moderado/Baixo,False,4
CWE-62,2,7.8,Severa,0.0,100.0,623,119,CWE-62,CWE-62,Moderado/Baixo,False,2
CWE-148,2,7.8,Severa,0.0,100.0,643,120,CWE-148,CWE-148,Moderado/Baixo,False,2
CWE-1303,3,5.17,Baixo Risco,0.0,0.0,573,714,CWE-1303,CWE-1303,Moderado/Baixo,False,4
CWE-1103,2,7.65,Severa,0.0,50.0,577,156,CWE-1103,CWE-1103,Moderado/Baixo,False,2
CWE-627,2,7.65,Severa,0.0,50.0,579,155,CWE-627,CWE-627,Moderado/Baixo,False,2
CWE-1231,2,7.65,Severa,0.0,100.0,632,154,CWE-1231,CWE-1231,Moderado/Baixo,False,2
CWE-652,2,7.65,Severa,0.0,50.0,634,157,CWE-652,CWE-652,Moderado/Baixo,False,2
CWE-1255,3,5.03,Baixo Risco,0.0,33.33,553,718,CWE-1255,CWE-1255,Moderado/Baixo,False,4
CWE-564,3,5.03,Baixo Risco,0.0,33.33,533,719,CWE-564,CWE-564,Moderado/Baixo,False,4
CWE-227,2,7.5,Baixo Risco,0.0,100.0,581,203,CWE-227,CWE-227,Moderado/Baixo,False,4
CWE-168,2,7.5,Baixo Risco,0.0,100.0,583,216,CWE-168,CWE-168,Moderado/Baixo,False,4
CWE-408,2,7.5,Baixo Risco,0.0,100.0,609,210,CWE-408,CWE-408,Moderado/Baixo,False,4
CWE-32,2,7.5,Baixo Risco,0.0,100.0,618,198,CWE-32,CWE-32,Moderado/Baixo,False,4
CWE-1264,2,7.5,Baixo Risco,0.0,100.0,631,207,CWE-1264,CWE-1264,Moderado/Baixo,False,4
CWE-466,2,7.45,Baixo Risco,0.0,100.0,595,232,CWE-466,CWE-466,Moderado/Baixo,False,4
CWE-925,2,7.45,Baixo Risco,0.0,50.0,626,231,CWE-925,CWE-925,Moderado/Baixo,False,4
CWE-1112,2,7.3,Baixo Risco,0.0,100.0,580,265,CWE-1112,CWE-1112,Moderado/Baixo,False,4
CWE-527,2,7.3,Baixo Risco,0.0,50.0,633,268,CWE-527,CWE-527,Moderado/Baixo,False,4
CWE-499,2,7.3,Baixo Risco,0.0,50.0,636,266,CWE-499,CWE-499,Moderado/Baixo,False,4
CWE-774,2,7.25,Baixo Risco,0.0,100.0,646,279,CWE-774,CWE-774,Moderado/Baixo,False,4
CWE-1384,2,7.15,Baixo Risco,0.0,50.0,647,314,CWE-1384,CWE-1384,Moderado/Baixo,False,4
CWE-761,2,7.15,Baixo Risco,0.0,50.0,648,313,CWE-761,CWE-761,Moderado/Baixo,False,4
CWE-144,2,7.1,Baixo Risco,0.0,50.0,598,328,CWE-144,CWE-144,Moderado/Baixo,False,4
CWE-234,2,7.05,Baixo Risco,0.0,50.0,587,340,CWE-234,CWE-234,Moderado/Baixo,False,4
CWE-780,3,4.67,Baixo Risco,0.0,0.0,562,728,CWE-780,CWE-780,Moderado/Baixo,False,4
CWE-67,3,4.67,Baixo Risco,0.0,0.0,572,727,CWE-67,CWE-67,Moderado/Baixo,False,4
CWE-1246,2,7.0,Baixo Risco,0.0,50.0,610,353,CWE-1246,CWE-1246,Moderado/Baixo,False,4
CWE-205,2,6.9,Baixo Risco,0.0,50.0,600,386,CWE-205,CWE-205,Moderado/Baixo,False,4
CWE-1100,2,6.85,Baixo Risco,0.0,50.0,605,408,CWE-1100,CWE-1100,Moderado/Baixo,False,4
CWE-683,3,4.53,Baixo Risco,0.0,33.33,556,733,CWE-683,CWE-683,Moderado/Baixo,False,4
CWE-1234,2,6.8,Baixo Risco,0.0,0.0,604,421,CWE-1234,CWE-1234,Moderado/Baixo,False,4
CWE-1254,2,6.7,Baixo Risco,0.0,50.0,625,451,CWE-1254,CWE-1254,Moderado/Baixo,False,4
CWE-431,2,6.7,Baixo Risco,0.0,50.0,640,448,CWE-431,CWE-431,Moderado/Baixo,False,4
CWE-1107,2,6.65,Baixo Risco,0.0,50.0,603,463,CWE-1107,CWE-1107,Moderado/Baixo,False,4
CWE-1342,2,6.5,Baixo Risco,0.0,0.0,586,512,CWE-1342,CWE-1342,Moderado/Baixo,False,4
CWE-1024,2,6.5,Baixo Risco,0.0,50.0,596,509,CWE-1024,CWE-1024,Moderado/Baixo,False,4
CWE-1076,2,6.5,Baixo Risco,0.0,0.0,612,510,CWE-1076,CWE-1076,Moderado/Baixo,False,4
CWE-344,2,6.4,Baixo Risco,0.0,50.0,589,530,CWE-344,CWE-344,Moderado/Baixo,False,4
CWE-182,2,6.4,Baixo Risco,0.0,50.0,616,533,CWE-182,CWE-182,Moderado/Baixo,False,4
CWE-555,2,6.4,Baixo Risco,0.0,0.0,627,532,CWE-555,CWE-555,Moderado/Baixo,False,4
CWE-1108,2,6.15,Baixo Risco,0.0,50.0,641,588,CWE-1108,CWE-1108,Moderado/Baixo,False,4
CWE-142,2,6.1,Baixo Risco,0.0,0.0,585,597,CWE-142,CWE-142,Moderado/Baixo,False,4
CWE-360,2,6.1,Baixo Risco,0.0,0.0,592,599,CWE-360,CWE-360,Moderado/Baixo,False,4
CWE-1251,2,6.1,Baixo Risco,0.0,0.0,629,598,CWE-1251,CWE-1251,Moderado/Baixo,False,4
CWE-1269,2,6.05,Baixo Risco,0.0,50.0,615,613,CWE-1269,CWE-1269,Moderado/Baixo,False,4
CWE-1272,2,6.05,Baixo Risco,0.0,50.0,594,614,CWE-1272,CWE-1272,Moderado/Baixo,False,4
CWE-828,2,6.0,Baixo Risco,0.0,0.0,645,626,CWE-828,CWE-828,Moderado/Baixo,False,4
CWE-85,2,5.9,Baixo Risco,0.0,0.0,588,640,CWE-85,CWE-85,Moderado/Baixo,False,4
CWE-11,2,5.9,Baixo Risco,0.0,0.0,591,638,CWE-11,CWE-11,Moderado/Baixo,False,4
CWE-1223,2,5.75,Baixo Risco,0.0,50.0,619,661,CWE-1223,CWE-1223,Moderado/Baixo,False,4
CWE-827,2,5.7,Baixo Risco,0.0,0.0,599,667,CWE-827,CWE-827,Moderado/Baixo,False,4
CWE-1221,2,5.7,Baixo Risco,0.0,0.0,620,668,CWE-1221,CWE-1221,Moderado/Baixo,False,4
CWE-164,2,5.65,Baixo Risco,0.0,0.0,614,675,CWE-164,CWE-164,Moderado/Baixo,False,4
CWE-815,2,5.55,Baixo Risco,0.0,50.0,628,688,CWE-815,CWE-815,Moderado/Baixo,False,4
CWE-622,2,5.5,Baixo Risco,0.0,0.0,606,699,CWE-622,CWE-622,Moderado/Baixo,False,4
CWE-1389,2,5.5,Baixo Risco,0.0,0.0,630,697,CWE-1389,CWE-1389,Moderado/Baixo,False,4
CWE-28,2,5.4,Baixo Risco,0.0,0.0,578,704,CWE-28,CWE-28,Moderado/Baixo,False,4
CWE-531,2,5.35,Baixo Risco,0.0,0.0,593,706,CWE-531,CWE-531,Moderado/Baixo,False,4
CWE-1283,3,3.57,Baixo Risco,0.0,0.0,541,744,CWE-1283,CWE-1283,Moderado/Baixo,False,4
CWE-563,2,5.3,Baixo Risco,0.0,50.0,582,709,CWE-563,CWE-563,Moderado/Baixo,False,4
CWE-1176,2,5.3,Baixo Risco,0.0,0.0,602,710,CWE-1176,CWE-1176,Moderado/Baixo,False,4
CWE-414,2,5.1,Baixo Risco,0.0,0.0,617,717,CWE-414,CWE-414,Moderado/Baixo,False,4
CWE-370,1,10.0,Severa,0.0,100.0,702,3,CWE-370,CWE-370,Moderado/Baixo,False,2
CWE-1301,1,10.0,Severa,0.0,100.0,745,2,CWE-1301,CWE-1301,Moderado/Baixo,False,2
CWE-528,2,4.95,Baixo Risco,0.0,0.0,639,723,CWE-528,CWE-528,Moderado/Baixo,False,4
CWE-44,1,9.8,Severa,0.0,100.0,653,12,CWE-44,CWE-44,Moderado/Baixo,False,2
CWE-621,1,9.8,Severa,0.0,100.0,668,9,CWE-621,CWE-621,Moderado/Baixo,False,2
CWE-509,1,9.8,Severa,0.0,100.0,669,6,CWE-509,CWE-509,Moderado/Baixo,False,2
CWE-507,1,9.8,Severa,0.0,100.0,689,4,CWE-507,CWE-507,Moderado/Baixo,False,2
CWE-1056,1,9.8,Severa,0.0,100.0,693,11,CWE-1056,CWE-1056,Moderado/Baixo,False,2
CWE-12,1,9.8,Severa,0.0,100.0,710,13,CWE-12,CWE-12,Moderado/Baixo,False,2
CWE-1059,1,9.8,Severa,0.0,100.0,716,5,CWE-1059,CWE-1059,Moderado/Baixo,False,2
CWE-66,1,9.8,Severa,0.0,100.0,719,14,CWE-66,CWE-66,Moderado/Baixo,False,2
CWE-157,1,9.8,Severa,0.0,100.0,743,15,CWE-157,CWE-157,Moderado/Baixo,False,2
CWE-293,1,9.8,Severa,0.0,100.0,749,7,CWE-293,CWE-293,Moderado/Baixo,False,2
CWE-1323,2,4.8,Baixo Risco,0.0,0.0,624,724,CWE-1323,CWE-1323,Moderado/Baixo,False,4
CWE-448,2,4.8,Baixo Risco,0.0,50.0,637,725,CWE-448,CWE-448,Moderado/Baixo,False,4
CWE-43,1,9.3,Severa,0.0,100.0,658,17,CWE-43,CWE-43,Moderado/Baixo,False,2
CWE-1298,2,4.6,Baixo Risco,0.0,0.0,621,729,CWE-1298,CWE-1298,Moderado/Baixo,False,4
CWE-374,1,8.8,Severa,0.0,100.0,660,29,CWE-374,CWE-374,Moderado/Baixo,False,2
CWE-1027,1,8.8,Severa,0.0,100.0,661,26,CWE-1027,CWE-1027,Moderado/Baixo,False,2
CWE-485,1,8.8,Severa,0.0,100.0,679,25,CWE-485,CWE-485,Moderado/Baixo,False,2
CWE-6,1,8.8,Severa,0.0,100.0,682,30,CWE-6,CWE-6,Moderado/Baixo,False,2
CWE-263,1,8.8,Severa,0.0,100.0,690,24,CWE-263,CWE-263,Moderado/Baixo,False,2
CWE-1055,1,8.8,Severa,0.0,100.0,692,31,CWE-1055,CWE-1055,Moderado/Baixo,False,2
CWE-1265,1,8.8,Severa,0.0,100.0,703,23,CWE-1265,CWE-1265,Moderado/Baixo,False,2
CWE-1222,1,8.8,Severa,0.0,100.0,713,22,CWE-1222,CWE-1222,Moderado/Baixo,False,2
CWE-482,1,8.8,Severa,0.0,100.0,733,28,CWE-482,CWE-482,Moderado/Baixo,False,2
CWE-702,1,8.7,Severa,0.0,100.0,705,32,CWE-702,CWE-702,Moderado/Baixo,False,2
CWE-198,1,8.7,Severa,0.0,100.0,709,33,CWE-198,CWE-198,Moderado/Baixo,False,2
CWE-1224,1,8.7,Severa,0.0,100.0,746,34,CWE-1224,CWE-1224,Moderado/Baixo,False,2
CWE-535,2,4.3,Baixo Risco,0.0,0.0,644,735,CWE-535,CWE-535,Moderado/Baixo,False,4
CWE-882,1,8.6,Severa,0.0,100.0,683,37,CWE-882,CWE-882,Moderado/Baixo,False,2
CWE-1118,1,8.3,Severa,0.0,100.0,715,57,CWE-1118,CWE-1118,Moderado/Baixo,False,2
CWE-1291,1,8.2,Severa,0.0,100.0,655,62,CWE-1291,CWE-1291,Moderado/Baixo,False,2
CWE-430,1,8.2,Severa,0.0,100.0,732,63,CWE-430,CWE-430,Moderado/Baixo,False,2
CWE-1352,1,8.1,Severa,0.0,100.0,666,72,CWE-1352,CWE-1352,Moderado/Baixo,False,2
CWE-1083,1,8.1,Severa,0.0,100.0,711,71,CWE-1083,CWE-1083,Moderado/Baixo,False,2
CWE-301,1,8.1,Severa,0.0,100.0,717,70,CWE-301,CWE-301,Moderado/Baixo,False,2
CWE-1106,1,7.8,Severa,0.0,100.0,649,122,CWE-1106,CWE-1106,Moderado/Baixo,False,2
CWE-587,1,7.8,Severa,0.0,100.0,670,118,CWE-587,CWE-587,Moderado/Baixo,False,2
CWE-556,1,7.8,Severa,0.0,100.0,684,113,CWE-556,CWE-556,Moderado/Baixo,False,2
CWE-102,1,7.8,Severa,0.0,100.0,686,121,CWE-102,CWE-102,Moderado/Baixo,False,2
CWE-336,1,7.8,Severa,0.0,100.0,718,115,CWE-336,CWE-336,Moderado/Baixo,False,2
CWE-479,1,7.8,Severa,0.0,100.0,734,116,CWE-479,CWE-479,Moderado/Baixo,False,2
CWE-309,1,7.8,Severa,0.0,100.0,740,114,CWE-309,CWE-309,Moderado/Baixo,False,2
CWE-962,1,7.6,Severa,0.0,100.0,700,166,CWE-962,CWE-962,Moderado/Baixo,False,2
CWE-1018,2,3.75,Baixo Risco,0.0,0.0,590,743,CWE-1018,CWE-1018,Moderado/Baixo,False,4
CWE-166,1,7.5,Baixo Risco,0.0,100.0,651,197,CWE-166,CWE-166,Moderado/Baixo,False,4
CWE-952,1,7.5,Baixo Risco,0.0,100.0,656,193,CWE-952,CWE-952,Moderado/Baixo,False,4
CWE-832,1,7.5,Baixo Risco,0.0,100.0,662,214,CWE-832,CWE-832,Moderado/Baixo,False,4
CWE-624,1,7.5,Baixo Risco,0.0,100.0,664,201,CWE-624,CWE-624,Moderado/Baixo,False,4
CWE-1218,1,7.5,Baixo Risco,0.0,100.0,671,195,CWE-1218,CWE-1218,Moderado/Baixo,False,4
CWE-5,1,7.5,Baixo Risco,0.0,100.0,672,194,CWE-5,CWE-5,Moderado/Baixo,False,4
CWE-154,1,7.5,Baixo Risco,0.0,100.0,673,215,CWE-154,CWE-154,Moderado/Baixo,False,4
CWE-895,1,7.5,Baixo Risco,0.0,100.0,675,196,CWE-895,CWE-895,Moderado/Baixo,False,4
CWE-50,1,7.5,Baixo Risco,0.0,100.0,678,212,CWE-50,CWE-50,Moderado/Baixo,False,4
CWE-511,1,7.5,Baixo Risco,0.0,100.0,687,199,CWE-511,CWE-511,Moderado/Baixo,False,4
CWE-34,1,7.5,Baixo Risco,0.0,100.0,688,217,CWE-34,CWE-34,Moderado/Baixo,False,4
CWE-520,1,7.5,Baixo Risco,0.0,100.0,691,200,CWE-520,CWE-520,Moderado/Baixo,False,4
CWE-1164,1,7.5,Baixo Risco,0.0,100.0,696,218,CWE-1164,CWE-1164,Moderado/Baixo,False,4
CWE-39,1,7.5,Baixo Risco,0.0,100.0,697,205,CWE-39,CWE-39,Moderado/Baixo,False,4
