cwe_id,cves_count,cvss_medio,rank_severity,high_critical_pct,cwe_nome_curto,cwe_label,faixa_cvss_medio,top30_cvss
CWE-688,1,5.5,696,0.0,CWE-688,CWE-688,MEDIUM,False
CWE-1389,2,5.5,697,0.0,CWE-1389,CWE-1389,MEDIUM,False
CWE-454,1,5.5,698,0.0,CWE-454,CWE-454,MEDIUM,False
CWE-622,2,5.5,699,0.0,CWE-622,CWE-622,MEDIUM,False
CWE-173,3,5.43,700,0.0,CWE-173,CWE-173,MEDIUM,False
CWE-237,3,5.43,701,33.33,CWE-237,CWE-237,MEDIUM,False
CWE-778,18,5.42,702,27.78,CWE-778,CWE-778,MEDIUM,False
CWE-199,8,5.41,703,12.5,CWE-199,CWE-199,MEDIUM,False
CWE-28,2,5.4,704,0.0,CWE-28,CWE-28,MEDIUM,False
CWE-262,5,5.36,705,20.0,CWE-262,CWE-262,MEDIUM,False
CWE-531,2,5.35,706,0.0,CWE-531,CWE-531,MEDIUM,False
CWE-186,1,5.3,707,0.0,CWE-186,CWE-186,MEDIUM,False
CWE-541,1,5.3,708,0.0,CWE-541,CWE-541,MEDIUM,False
CWE-563,2,5.3,709,50.0,CWE-563,CWE-563,MEDIUM,False
CWE-1176,2,5.3,710,0.0,CWE-1176,CWE-1176,MEDIUM,False
CWE-549,14,5.27,711,7.14,CWE-549,CWE-549,MEDIUM,False
CWE-449,14,5.24,712,0.0,CWE-449,CWE-449,MEDIUM,False
CWE-927,18,5.18,713,22.22,CWE-927,CWE-927,MEDIUM,False
CWE-1303,3,5.17,714,0.0,CWE-1303,CWE-1303,MEDIUM,False
CWE-177,6,5.15,715,16.67,CWE-177,CWE-177,MEDIUM,False
CWE-223,7,5.13,716,14.29,CWE-223,CWE-223,MEDIUM,False
CWE-414,2,5.1,717,0.0,CWE-414,CWE-414,MEDIUM,False
CWE-1255,3,5.03,718,33.33,CWE-1255,CWE-1255,MEDIUM,False
CWE-564,3,5.03,719,33.33,CWE-564,CWE-564,MEDIUM,False
CWE-317,4,5.0,720,0.0,CWE-317,CWE-317,MEDIUM,False
CWE-529,1,5.0,721,0.0,CWE-529,CWE-529,MEDIUM,False
CWE-1328,5,4.96,722,20.0,CWE-1328,CWE-1328,MEDIUM,False
CWE-528,2,4.95,723,0.0,CWE-528,CWE-528,MEDIUM,False
CWE-1323,2,4.8,724,0.0,CWE-1323,CWE-1323,MEDIUM,False
CWE-448,2,4.8,725,50.0,CWE-448,CWE-448,MEDIUM,False
CWE-566,5,4.76,726,20.0,CWE-566,CWE-566,MEDIUM,False
CWE-67,3,4.67,727,0.0,CWE-67,CWE-67,MEDIUM,False
CWE-780,3,4.67,728,0.0,CWE-780,CWE-780,MEDIUM,False
CWE-1298,2,4.6,729,0.0,CWE-1298,CWE-1298,MEDIUM,False
CWE-1310,1,4.6,730,0.0,CWE-1310,CWE-1310,MEDIUM,False
CWE-1304,1,4.6,731,0.0,CWE-1304,CWE-1304,MEDIUM,False
CWE-525,22,4.58,732,13.64,CWE-525,CWE-525,MEDIUM,False
CWE-683,3,4.53,733,33.33,CWE-683,CWE-683,MEDIUM,False
CWE-147,5,4.34,734,0.0,CWE-147,CWE-147,MEDIUM,False
CWE-535,2,4.3,735,0.0,CWE-535,CWE-535,MEDIUM,False
CWE-1057,1,4.3,736,0.0,CWE-1057,CWE-1057,MEDIUM,False
CWE-207,1,4.3,737,0.0,CWE-207,CWE-207,MEDIUM,False
CWE-57,1,4.3,738,0.0,CWE-57,CWE-57,MEDIUM,False
CWE-508,1,4.3,739,0.0,CWE-508,CWE-508,MEDIUM,False
CWE-692,6,4.3,740,0.0,CWE-692,CWE-692,MEDIUM,False
CWE-530,9,4.14,741,33.33,CWE-530,CWE-530,MEDIUM,False
CWE-570,1,4.0,742,0.0,CWE-570,CWE-570,MEDIUM,False
CWE-1018,2,3.75,743,0.0,CWE-1018,CWE-1018,LOW,False
CWE-1283,3,3.57,744,0.0,CWE-1283,CWE-1283,LOW,False
CWE-926,75,3.48,745,6.67,CWE-926,CWE-926,LOW,False
CWE-571,1,2.6,746,0.0,CWE-571,CWE-571,LOW,False
CWE-673,1,2.2,747,0.0,CWE-673,CWE-673,LOW,False
CWE-462,1,2.1,748,0.0,CWE-462,CWE-462,LOW,False
CWE-638,1,2.1,749,0.0,CWE-638,CWE-638,LOW,False
